Tweet	Class
لاہور: میرے ہسپتال میں غریبوں کا مفت علاج ہوگا۔ میرا 	P
یزید کی وکا لت نہ کیا کر حسینؑ نجات کا سفینہ ہے نظر آتاہے جس میں چہرہ کربلا تو بس اک آئینہ ہے 	P
امریکہ میں انگریز سنگر نے پاکستان کے حق اردو زبان میں گانا گا کر پاکستانیوں کے دل جیت لیے 	P
عمران نیازی اور ان کے روبوٹس کی ڈکشنری الگ کی جائے ۔ ان کی هر ٹرم کا معنی رائج ڈکشنریوں سے الگ هے ۔	N
ساڈے پینڈوواں دیاں مانواں شہر وچ آ کے وی اپنے پُرانے طریقے نئیں چھڈدیاں چھج نال گندم صاف کر کے پسوانی 	P
ہمارا یہ مطالبہ ائینی ہیں ۔۔ خالد مقبول صدیقی 	P
ڈانگ بردار پشتون انصافی کی وارننگ شاٹسکے باوجود جتنے بھی دھرنامکینوں سے بات ہوسکی وہ تمام افراد چندہ اکھٹاکرنے کو پر جوش مگر روزی کمانے سے بیزارتھے 	N
 پهر بهائی مجهے DM میں بتا دیں میں جاننا چاہتا ہوں کون ہے وہ--	P
دعا ایسا خوبصورت عمل ہے جس میں مانگنے والا اپنی پریشانیاں اور مشکلات 1/3	P
 ہاہاہاہانا کیا کرو نا یار اگلی دفعہ پھر کوشش کر لینا :p	P
ﻮﮔﻮﮞ ﺳﮯ ﺩﮬﺮﻧﮯ ﮐﮯ ﻟﯿﮯ ﭼﻨﺪﮦ ﻣﺎﻧﮕﻨﮯ ﻭﺍﻻ ﺍﭘﻨﺎ 300 ﮐﻨﺎﻝ ﮐﺎ ﺑﻨﯽﮔﺎﻟﮧ ﮐﺎ ﮔﮭﺮ ﮐﯿﻮﮞ ﻧﮩﯿﮟ ﭘﯿﺞ ﮐﺮ ﺩﮬﺮﻧﮯ ﮐﮯ ﺧﺮﭼﮯ ﭘﻮﺭﮮ ﮐﺮﺗﺎ؟؟	N
ڈیزل ڈیزل کردی وے میں آپے ڈیزل ہوئ۔ سدو وے مینوں ڈیزل خان عمران نہ آکھے کوئ 	N
لفافہ ھے بڑی چیز جہان تگ و دو میں پہناتا ھے بے شرم کو تاج سر دارااقبال سے معذرت کے ساتھ	N
رسول اللہ نے فرمایا:تم سے پہلی امتوں میں کچھ ایسے لوگ تھے جن سے فرشتے باتيں كرتے تهے اگر میری امت میں کوئی ہوتاتووہ عمرہوتے 	P
 اس کے بچوں کی تعداد دو ھے یا چار صرف یه بتادو اور اسے کھو زکوات کھانی بند کردے اور ٹیسٹ کرواکے بتاؤ که عمران نشئی تو نھیں 	N
ﻓﻀﺎ ﺳﮯ ﮔﺮﺍﯾﺎ ﮔﯿﺎ ﺍﻣﺮﯾﮑﯽ ﺍﺳﻠﺤﮧ ﺩﻭﻟﺖﺍﺳﻼﻣﯿﮧ ﮐﮯ ﮨﺎﺗﮫ ﻟﮓ ﮔﯿﺎ: ﺭﭘﻮﺭﭦ	N
 ملول تھا دل آئینہ ہر اک خراش کے بعدجو پاش پاش ہوا اک خراش بھی نہ رہی	P
سپریم کورٹ نے حلقہ پی پی تین سو بتیس بورے والا سے رکن پنجاب اسمبلی یوسف کیسال کی رکنیت بحال کر دی۔	P
ﻃﺎﺭﻕ ﺑﻦ ﺯﯾﺎﺩ ﺍﮔﺮ ﺁﺝ ﺯﻧﺪﮦ ﮨﻮﺗﮯ ﺗﻮ ﻋﻤﺮﺍﻥ ﺧﺎﻥ ﮐﻮ ﺍﺗﻨﺎﺿﺮﻭﺭ ﮐﮩﺘﮯ ﮐﮧ ﺑﯿﭩﺎ ﮐﺸﺘﯿﺎﮞ ﺟﻼﻧﮯ ﻣﯿﮟ ﺍﻭﺭﻟﮍﮐﯿﺎﮞﻧﭽﺎﻧﮯ ﻣﯿﮟ ﺑﮩﺖ ﺑﮍﺍ ﻓﺮﻕ ﮨﮯ	N
طارق بن زیاد اگر آج زندہ ہوتے تو عمران خان کو اتنا ضرور کہتے کہ بیٹا کشتیاں جلانے میں اورلڑکیاں نچانے میں بہت بڑا۔۔۔ 	N
ملک میں جاری سیاسی صورتحال کے نتیجے میں کراچی اسٹاک ایکس چینج میں کاروباری ہفتے کے دوران ا۔۔۔ 	N
لاہور:ملاقات میں وفاقی اورصوبائی کابینہ میں ممکنہ ردوبدل پرتبادلہ خیال	P
پیپلز پارٹی کی جانب سے الطاف حسین کے خلاف تضحیک آمیز رویہ اپنایا گیا۔ مزید پڑھئے : 	N
 خودکشی حرام هے ۔توبه توبه	N
نہیں کوئ امکان ملنے کا تم سے :: مگر بات کرنے کو جی چاہتا ھے :	P
 بات میں وزن هے 	P
وہ اکثر مجھ سے کہتی تھی وہ اکثر مجھ سے کہتی تھیوفا ہے ذات عورت کی یہ جو مرد ہوتے ہیں بڑے ہی بے درد ہو تے ہیں ۔۔۔ 	N
"انقلاب" نامی کیڑا سب سے زیادہ بر صغیر میں پایا جاتا ہے ۔ دنیا بھر میں جو انقلاب آئے زیادہ تر انقلابوں کا کیڑا۔۔۔ 	N
لالے کی جان جب کشکول ہاتھ میں ہو تو اسے خلیفہ نہیں کہیں گے ہی کہیں گے نا	P
ملک سے لسانیت اور عصبیت کے خاتمے کے لیے ضروری ہے کہ نئے صوبوں کی تقسیم نسل یا لسان کی بنیاد پر نہ بلکہ اسے انتظامی بنیادوں پر تقسیم کیاجائے ۔	P
ہاشم ویلفیئر سوسائٹی ( رجسٹرڈ ) پنڈی ہاشم کی ایدھی سنٹر کراچی میں ڈکیتی کی دلیرانہ 	N
: حکومت سیاسی قائدین کوتحفظ دینے میں ناکام ہوچکی ہے ،شیریں مزاری	N
 فلمی ستارے تو ان علماے ؑ کرام کی دینی خدمات اور شخصیت سے متاثر ہو کر از خود کھنچے چلے آتے ہیں ۔	P
قائد انقلاب ڈاکٹر محمد طاہر القادری نے محاذ بدلا ہے منزل نہیں ۔	P
ﻣﯿﺮﺍ ﺭﺭﻟﭧ ﺩﯾﮑﮫ ﮐﺮ ﻣﯿﺮﮮ ﺍﺑﻮ ﻧﮯﺻﺮﻑ ﺍﺗﻨﺎ ﮨﯽ ﮐﮩﺎﻓﺮﺍﺯﺑﮓ ﺑﻮﺱ ﭼﺎﮨﺘﮯ ﮨﯿﮟ ﮐﮧ ﺁﭖ ﺍﺱ ﮔﮭﺮﺳﮯ ﺍﺑﮭﯽ ﺍﻭﺭ ﺍﺳﯽ ﻭﻗﺖ ﺩﻓﻌﮧﮨﻮﺟﺎﺋﯿﮟ :DVia	N
-پنج پیر اجتماع براہ راست دیکھنے کیلے اور تصویری جھلکیوں کیلے فیس بک کاوزٹ کریں ۔	P
بنگلہ دیش کی بڑی سیاسی پارٹی، جماعت اسلامی کے سابق سربراہ، غلام اعظم انتقال کر گئے ہیں 	N
کیا کسی نے اس بات پر توجه دی که ذی الحج کا مھینه کتنے دن کا تھا پاکستان میں ۔۔۔امید ھے کسی نے تکلیف نھیں کی ھوگی۔۔	P
 اوئے ے ے ے ڈڈو پھر آ گیا تو ھمارے گھر لڑائی پڑوانے 	N
RT شیری مزاری نے پاکستان میں تیل کی کھداٴں ی سے پہلے ناگن ڈانس کیا کریں گی چندے سے انقلاب	P
= [ﺍﺳﻼﻡ ﺁﺑﺎﺩ] ﻣﺸﺮﻑ ﮐﯿﺨﻼﻑﻏﺪﺍﺭﯼ ﮐﯿﺲ ﮐﯽ ﺳﻤﺎﻋﺖ ﺑﻐﯿﺮﮐﺎﺭﺭﻭﺍﯼ 29ﺍﮐﺘﻮﺑﺮﺗﮏ ﻣﻠﺘﻮﯼ ﮐﺮﺩﯼ گئ	N
وھ تہی دست بھی کیا خوب کہانی گر تھاباتوں باتوں میں مجھے چاند بھی لا دیتا تھا 	P
خیبر ایجنسی:باڑہ سپاہ میں شدت پسندوں کے ٹھکانوں پر ہیلی کاپٹرز کی شیلنگ 	N
بریکنگ نیوز ٹویٹر پر زیادہ جلن کے بعد جیالے پٹواریوں کا غیر آئینی قبضہ رایوینڈ اور بلاول ہاؤس میں مٹھائیاں تقسیم 	P
چلو مہاجر چلتے رہو اب دکھہ ہو ں ختم اب پھلتے رہو اب کليم الطافی 	P
ڈاکٹر طاہر القادری کی جانب سے دھرنا اچانک ختم کرنے کا اعلان کیوں کیا گیا ؟ اندرکی کہانی!!تفصیل لنک میں ۔۔۔ 	P
پھر پٹواری پوچھتے ہیں کہ دھرنوں کا عوام کو کیا فائدہ پہنچ رہا ہے 	P
دہشتگردی میں جاں بحق گریڈ 17 کیلیے 50 لاکھ، گریڈ 18، 19 کو 90 لاکھ روپے امداد ملے گی- وزیر اعظم میاں محمد نواز شریف	P
ہر ویلے انکار بچپن دے اساں یار اے گللاں چنگیاں تے نہیں -تمام ہندکو یا پوٹھوہاری سمجھنے والوں کے لیے خاص۔۔۔ 	N
ویسے تو زندگی موت اللہ کے ہاتھ میں هے لیکن بلٹ پروف گاڑی کو داد نہ دینا بهی زیادتی ہوگی۔آج یہودیوں کی بنائی ہوئی۔۔۔ 	N
 بے شرم لوگ! ان کے نام کون رکھتا ہے 	N
 ہاں ۔۔۔اج کچھ پرابلم ہے ٹیوٹر میں ۔۔۔۔ٹھیک سے اپڈیٹ نہیں ھورہا۔ٹیوٹر کچھ کرو۔۔	N
آج کوئٹہ میں جمہوریت کی گاڑی پر حملہ ہو گیا۔ گاڑی بلٹ پروف تھی جس کی وجہ سے جمہوریت بچ گئی۔ :P	N
 حکمران سے اچھائی کی توقع بے سود جو اپنوں کو نواز تے رہیں گے اور غریب عوام جائے بھاڑ میں ان کی بلا سے 	N
اللہ رب العزت کا ذکر کیجیے اور سکونِ قلب حاصل کیجیے سبحان الله ،الحمد لله ،الله أكبر،لااله الا الله ،لاحول ولاقوة الا بالله	P
سیکیورٹی خدشہ،عمران خان کے کنٹینر کے پیچھے 2 کنٹینر رکھ دیئے 	P
 تے چاچے قادری نوُں ؟ایویں ای چھڈ دینا اے ؟	P
انقلاب میں پھٹے هوئے نوٹ بھی بطور چنده چل جائیں گے ۔۔۔چندے سے انقلاب	P
خواجہ سرا آصف شرم کرو	N
 قادری اور عمران کا دھرنا چٹخارے دار چاٹ مصالحہ مکس	N
بات بات پر قسمیں کھا کر جھوٹ بولنے والا حوس اقتدار کا مارا ہوا لیڈر۔۔۔۔ 	N
پاکستانی کرکٹ ٹیم نے آج آسٹریلیا کے ساتھ وہ کیا ہے جو آفریدی سو میچوں کے بعد کسی ایک میچ میں کرتا ہے 	N
چندے سے انقلاب لانے والی سوچ کو سات توپوں کی سلامی ۔۔۔	P
عابدشُرلی وہ شرُلی ہے جو دھماکہ کم کرتی ہے بدبُو زیادہ پھیلاتی ہے 	N
لاہور: دھرنوں اورجلسوں نے قوم میں آگاہی اور شعور پیدا کیا،چودھری پرویز الہٰی"	P
علاقے کی ہر دل عزیز ،معروف شخصیت	P
گہرے ہلکے ، ہلکے گہرے چھاے شام کے ساے ۔۔دھیرے دھیرے ، ہولے ہولے دل کی دھڑکن گاے ۔۔پروا سنگ سنگ، گونجے بن بن ،کوئل۔۔۔ 	P
کچھ ایسی بات محرم کا چاند کہتا ہے کہ سال بھر مِرا دِل کربلا میں رہتا ہے !	P
جو درد دل لوگ اور دھرنے میں شامل ھونے کی تمنا رکھنے والے دوست دھرنے ختم ھونے پر افسرد ہ ھیں اور اپنی بساط کے ۔۔۔ 	N
پاکستان مسلم لیگ ن روشن پاکستان کا نشان 	P
حالات کے مطابق فیصلے لینا پڑتے ہیں ۔ عوامی تحریک سرمایا داروں کی جماعت نہیں کے صرف اپنی انا کی خاطر اتنے ریسورسز۔۔۔ 	N
:منوں ڈیزل تھوڑا پوا دے نچاں میں ساری رات میری ٹنکی فل کرا دے نچاں میں ساری رات 	P
بسم اللہ الرحمن الرحیم السلام علیکم : آج جمعہ مبارک ہے =28 ذوالحج= 143524 اکتوبر = 201410 کاتک = 2071مطیع اللہ راشد	P
خوبصورت نظم تمہیں یاروں مبارک ہو عمرابن خطاب آیا خدا سے میں نے مانگا تھا دعاؤں کا جواب آیا سیدنا عمر فاروق رضی اللہ تعالی عنہ	P
اب پانی سر سے اونچا ہوچکا ہے ،اب بات ناقابل واپسی تک جا پہنچی ہے ،فاروق ستار	N
 سندھ میں پیپلز پارٹی کی شان دار کارکردگی۔۔ کب ہمیں زندہ لوگوں کا احساس ہو گا 	P
 آج آپکو یہ راز بھی بتائے دیتی ھوں ، ڈی-چوک میں ایک انقلابی بابا جن والے بھی موجود تھے ۔۔۔۔اور ہمارا میڈیا لاعلم ہی رہااس ڈرامہ سے ۔	P
خورشید شاہ کے توہین رسالت و توہین صحابہ کا مرتکب ہونے پر تھانہ سکھیکی منڈی ضلع حافظ آبادمیں درخواست جمع 	N
ویسے مشن تو دونوں کا ایک ہی ہے ۔۔مینوں نوٹ ویکھا میرا موڈ بنے ۔۔کھان قادری۔	P
ڈاکٹر طاہر القادری کا دھرنے کیلیے فنڈز جمع کرنے کیلیے بیرون ملک جانے کا فیصلہ اور عمران خان کی بھی دھرنے کیلیے عوام سے فنڈ دینے کی اپیل	N
 خدمت کے جذبہ کے ساتھمل کر کام کریں گے انشاء اللہ آج بھی همارا هے اور کل بھیهمارا هے انشاء اللہ۔	P
مُجھے کر عطا اے میرے اللہ، توُ بہت بندہ نواز ہے ۔ ۔ ۔میری ہر صبح محتاج ہے تیری رحمتوں کے نزول کی ۔ ۔ ۔دعاء پینڈو	P
آفریدی کی زیر قیادت آئی ڈی پیز ،پاک فوج کے درمیان نمائشی میچ جاری ہے 	P
پاکستان 231 سکور ایک وکٹ کے نقصان پر پاکستان کو 382 رنز کی مجموعی برتری،احمد شہزاد 128 اوریونس خان 67 پر ناٹ آؤٹ	P
 درست کہا غصہ ہوش گنوا دیتا ہے 	N
قومی اسمبلی: دوہری شہریت والوں کو الیکشن لڑنے کی اجازت کا بل پیش، جنوبی پنجاب کو الگ صوبہ بنانے کا مسترد	P
سندھ کے بعد ایم کیو ایم آزاد کشمیر حکومت سے بھی الگ ہو گئیوقت آ گیا ہے کہ ایم کیو ایم برطانوی حکومت سے بھی الگ ہونے کا اعلان کردے 	N
لاہور میٹرو بس 2013 میں آمدن 90 کروڑ روپے ،اخراجات 2ارب 55 کروڑ روپے ،نقصان 1 ارب 65 کروڑ روپے ۔حکومتی اعدادوشمار	N
اپنے آپ کو سزا ملے تب احساس ھوتا ھے اب بھی وقت ھے مبشر اپنے گناھوں کی قوم سے اور الله سے معافی مانگے 	P
 افسوس۔۔۔۔۔۔ ہمارا معاشرھ اسی بحث میں الجھا ھے ۔۔۔۔ ویسے بتادوں کہ کوئی ایڈوانٹیج نہیں تھا خاتون ھونے کا۔ 	N
پشاور: پولیو مہم،7 لاکھ سے زائد بچوں کو پولیو قطرے پلائے گئے : پشاور۔۔۔۔۔۔پشاور میں پولیو مہم۔۔۔ 	P
چندہ دو تبدیلی لاؤں چندہ دو تبدیلی لاؤں چندے سے انقلاب 	P
سات سمندر پار میں تیرے پیچھے پیچھے آگیا	P
آپ کو نہیں پتا تازہ ترین قرآنی تحقیق سے پتہ چلا ہے کہ اللہ مخلوق نہیں خالق ہے ، اس کا وجود اسے اس کے تخت پر۔۔۔ 	P
لاہور: ایبولا وائرس سے نمٹنے کے لئے پنجاب میں تیاریاں شروع۔ 	P
دو امریکی ڈانسرز کا بلند عمارت سے لٹک کر رقص 	P
دو عہدوں کا معاملہ،معین خان اور پی سی بی کے درمیان سرد جنگ 	N
بسم اللہ الرحمن الرحیم السلام علیکم:آج بدھ ہے =26 ذوالحج = 143522 اکتوبر = 201408 کاتک = 2071مطیع اللہ راشد	P
مٹھی میں غذائی قلت سے 2 بچے جاں بحق ہو گئے ۔ مزید پڑھئے : 	N
 ٹهیک ہے آپ ناچیں 	P
سرزمین شام ۔۔۔وہ ولولے آج ابن ِ قاسم کے کیا فسانوں میں کھوگے ھیں ،نبی ﷺ کی امّت کے تن سے رستا ہوا یہ خون تم سے پوچھتا ہے ۔۔۔	N
ﻻﮨﻮﺭ:ﺿﻠﻌﯽ ﺍﻧﺘﻈﺎﻣﯿﮧ ﮐﺎ ﺭﻧﮓ ﺭﻭﮈ ﺑﺎﺩﺍﻣﯽ ﺑﺎﻍ ﮐﮯ ﻗﺮﯾﺐ ﭼﮭﺎﭘﺎ ﻓﺮﻭﺧﺖ ﮨﻮﻧﯿﻮﺍﻟﮯﮔﻮﺷﺖ ﻣﯿﮟ ﻣﺮﺩﮦ ﮔﮭﻮﮌﮮ ﺍﻭﺭﮔﺪﮬﮯ ﮐﺎ ﮔﻮﺷﺖ ﺑﮭﯽ ﺷﺎﻣﻞ	N
بعض دفعہ اللہ کی طرف سے کسی شخص کا پیغام، بول یا ٹویٹ آپ کے اندرونی تذبذب کو رفع کر دیتا ہے عین اسوقت جب آپ اس خلجان میں مبتلا ہوتے ہیں ۔	P
میرپورخاص سیال کالونی میں معمولی تنازع پر فائرنگ نوجوان امتیاز ناریجو جانبحق ہوگیا	N
کتے ہماری خواہشیں گلی میں پھر نے والے کتوں کی طرح ہیں کہ جن سے ڈر کر بھاگو تو پیچھے پڑ جاتے ہیں ۔۔۔بھونک بھونک۔۔۔ 	N
ذہنی غلام اور کسے کہتے هیں ؟؟؟	N
آقا علیہ السلام کا مکہ میں رہ کر دعوت دینا بھی حکمت عملی تھی اور مدینہ کی طرف ہجرت کر جانا بھی 	P
کشمیری 68 برسوں سے بھارتی فوج کے مظالم برداشت کررہے ہیں لیکن انکے جذبہ حریت میں کمزوری نہیں آئی۔ حافظ محمد سعید	N
 ان الله مع الصابرین گیدڑ کی 100 سال کی زندگی سے شیر کی 1 دن کی زندگی بہتر ہے 	P
پیپلز پارٹی اپنے رویے کے باعث ایک صوبے کی جماعت بن گئی ہے ،فاروق ستار"	N
سعودیہ عرب میں ٹریفک حادثہ، 2 پاکستانی جاں بحق ہوگئے 	N
مزیدار کھانا کھانے کے بعد اس نے بل منگوایا، پیسے نکالنے کیلئے جیب میں ہاتھ ڈالا، بٹوا نہ پا کر نادیدہ خوف سے اس۔۔۔ 	N
عمران خان ان لوگوں کو سیاست میں لے آئے ہیں جن کیلئے سیاست ایک گالی تھی۔ عمران خان کی پنجاب میں مقبولیت بہت بڑھی۔۔۔ 	P
’جنگی ساز و سامان پر قبضے کی ویڈیو کی تحقیقات‘: امریکہ کے محکمۂ دفاع نے کہا ہے کہ وہ دولتِ اسل۔۔۔ 	N
وزیر اعظم کے استعفیٰ تک دھرنا ختم نہیں کروں گا۔ عمران مزید پڑھیئے ۔۔۔ 	P
+ آسٹریلیا، انڈیا اور دوسرے ملکوں میں بیٹھ کر۔۔ روز کوئی نہ کوئی شوشہ چھوڑ دیتا ہوں ۔۔ اس ملک کو بہت محنت کی ضرورت ہے ۔۔	P
لاہور ہائی کورٹ نے سماعت کے دوران اے آر واے نیو کے پروگرام ’کھرا سچ کو پروگرام بند کرنے اور میزبان مبشر لقمان پرپابندی عائد کرنے کا حکم دیا	N
خواجہ صاحب ! بارش آ گئئ،ساڈے لائق کوئئ ہور حکم؟؟	P
 فوڈ کے نام پر آملیٹ اور اسکی کیا ترکیب پوچھنی کسی نے 	O
جمال و حسنِ قرآں نورِ جانِ ہر مسلماں ہے قمر ہے چاند اوروں کا ہمارا چاند قرآں ہے 	P
 سب کچھ راؤ نے ہی بتانا ہے تو اپ صرف چسکا لینے ائے تھے ؟:p 	P
نظریہ شخصیات سے بہت بڑا ہو تا ہے ۔ کامیابی انشاالہ قریب ہے ۔ ہمیں بس ایک دوسرے کی ضرورت ہے جو ایک نظریے پر اکھٹے ہوں متحد ہوں اور ہم ہیں ۔	P
محترم نواز شریف اور نون لیگ سے ایک سادہ سوال 	P
 چل ٹھیک ہے 	P
 ایڈا توں مڑیکا دا صدرمیں آپ مصروف ھو نہہ	P
گلی گلی میں شور ہے عمران خان ڈیزل چور ہے چندے سے انقلاب	N
عشق میں خواب کا ' خیال کِسے !!نہ لگی آنکھ ' جب سے آنکھ لگی نیند آ رہی ہے 	P
 جی بلکل کرپش سے انقلاب آتے هین	P
شش کلمے معہ ترجمہ 	O
دوستو تنقید کرنے سے پہلے یہ تو سوچیں کہ اگر دهرنہ ختم هو گیا هے تو پهر ان دهرنوں کا اعلان کیوں ۔ حقیقت میں دهرنہ۔۔۔ 	N
کامران شفیع کا کہنا تھا کہ پاکستان میں پانچ لاکھ سے زائد افراد آن لائن کام کرکے پاکستان کے زر مبادلہ میں اضافے کا سبب بن رہے ہیں 	P
کابل ‘مسجد میں ریپ کرنے والے امام کو 20 سال قیدکی سزاسنادی گئی ، روزنامہ اُردو پوائنٹ 	N
دوسرے اضلاع سے آنے والے ٹریفک وارڈنز اور افسران اپنے وائرلیس سیٹ اور گاڑیاں بھی ساتھ لائیں گے ۔ 	P
ﻻﮨﻮﺭ: ﻣﺤﺮﻡ ﺍﻟﺤﺮﺍﻡ ﮐﮯ ﺍﺣﺘﺮﺍﻡ ﻣﯿﮟ ﺩﮬﺮﻧﺎ ﺧﺘﻢ ﮐﯿﺎ ﮔﯿﺎ،ﺟﻠﺴﻮﮞ ﮐﺎ ﺳﻠﺴﻠﮧ ﺟﺎﺭﯼ ﮨﮯ،ﭼﻮﺩﮬﺮﯼ ﭘﺮﻭﯾﺰ ﺍﻟﮩٰﯽ	P
 سر جی۔ یہ عقل و دانش کا سمندر ھم ڈنمارک یا فرانس کو برآمد کر دیتے ہیں ۔وہ بیچارے بھی اس سے مستفید ہو سکے ۔ڈیموکریسی زندہ باد	P
بنگلہ دیش اپنے ہی کھلاڑی کیخلاف عالمی عدالت میں 	N
مریم نواز نے کہا کہ استعفی مانگنے والے اب چندہ مانگ رہے ہیں ۔واقعی اگر عمران نے بھی نواز کی طرح منی لانڈرنگ کی ہوتی تو چندہ نہ مانگ رہا ہوتا	N
موبائل پر کراچی کی فری نیوز حاصل کرنے کے لئے میسج میں ٹائپ کریں اور بھیج دیں 40404 پر بغیر کسی چارجز کے 	P
نھی ان کو شرم نھی آتی کیونکه انھوں نے شرم بیچ کھائ ھے 	N
کچه اور چیز هے شاید تیری مسلمانیتیری نگاه میں هے ایک فقیر و رهبانیسکوں پرستی راهب سے فقیر هے بیزارفقیر کا هے سفینه همیشہ طوفانی	N
شاباش اچھی تربیت ہے اس طرح کی زبان اپنے گھر بھی استعمال کریں کافی فائدہ ہو گا اگر فائدہ نا ہوا تو افاقہ ضرور ہوگا	P
حضرت عائشہ نے فرمایا اپنی محفلوں کو عمر کے تذکروں سے آباد کرو کیوں کہ جہاں عمر کا ذکر ہوگا وہاں عدل کا ذکر ہوگا	P
پانی سرسے گزرچکاہے ،فیصلہ تبدیل ہونے کا امکان نہیں ،فاروق ستار	N
کپتان نے سیاست میں ڈالی نئی روایت۔۔۔۔!!! 	P
ملک میں بحث چل رہی ہے ، کہ نئے انتظامی یونٹس کا قیام ہو یا نہ ہو؟جو لوگ اس تقسیم کے خلاف ہیں ، ان کے پاس کوئی معقول جواز نہیں ۔بس گاالیاں ہیں 	N
اداکارہ سدرہ نور بھی رشتہ ازدواج میں منسلک ہوگئیں 	P
 وجہ کیا تھی؟	O
 ڈسکے جاؤ ناچے جاؤ	P
اب تو بس اس آواز کو سننے کے لئے کان ترس رہے ہیں اوووووووووووئے قادری !!!!!! ذلیل کرا گئے نا 	N
استعفیٰ دوتحریک اب استعفیٰ لواورچندہ دوتحریک میں بدل گئی،مریم نواز کاٹویٹ	N
 چلو کوئ نہیں پٹوارہوں سے خود تو کچھ ہوتا نہیں ۔۔۔ ہماری وجہ سے تھوڑی دیر خوش ہونے دو	P
زندگیقدم گھسیٹ گھسیٹ کے چل رہی تھی اور دن لمبے ہوتے جارہے تھے ۔ ایک دن ایک سال کے برابر۔ ایک گھنٹا…ایک دن جتنا۔۔۔۔ 	N
 اجیاکلکم واوا اے اودر تیان مارن لگا واں 	P
 میں آپکی بات سے اتفاق کرتا ہوں ۔لیکن میں سب کی رائے لینا اور سننا پسند کرتا ہوں ۔ ایک عادی بھائی ہیں کبھی کام کی بات نئ کی پ؟؟ سنتا	P
واہ او غریبوں واہ او مصیبتوں 	N
مجیب الرحمن شامی کا پروفیسر غلام اعظم کے لئے نذرانہ 	P
قرب کے نہ وفا کے ہوتے ہیں سارے جھگڑے انا کے ہوتے ہیں بات ہوتی ہے صرف نیت کی وقت سارے دُعا کے ہوتے ہیں بھول۔۔۔ 	P
آئی ڈی پیز کیلئے کھیلا جانیوالا امدادی میچ آفریدی الیون نے جیت لیا 	P
آپ کو ہماری بدعا ہے آپ دنیا اور آخرت میں ذلیل و رسوا ہونگے 	N
مرسو مرسو ۔۔۔ بھوکے مرسو ۔۔۔ مرو مرو ۔۔۔ بھوکے مرو 	N
 نہ ہی پوچھیں تو اچھا ہے 	P
 ٹین ایجر تو بچے ھوتے 	P
ساتھ مل کے ہنسے گا مگر جب آپ رونا چاہو گے تو آپ کو دلاسہ دینے والے تو مل جائں گے مگر آپ کے ساتھ رونے والا کوئی۔۔۔ 	N
-اسلام آباد: طاہر القادری کا دھرنا چھوڑنے اور سیاست کرنے کو خوش آمدید کہتے ہیں ،رحمان ملک 	P
ایک راے ۔ بلاول بھٹو زرداری = بھٹو کاٹا جاے مریم نواز شریف۔۔مریم صفدر کیوں نهیں لکھتیں 	O
 چندے سے انقلاب اور تھُک میں پکوڑے تلنا	N
 اور اضافی لوڈ شیڈنگ پر کس کو ذمہ دار ٹھیرایا جائے ؟	N
سیاسی جماعتیں تو چندے پر ہی چلتی ہیں البتہ فیملی لمیٹیڈ کمپنی کے غلام اس احساس و شعور سے عاری ہیں ۔ غلام جو ٹھہرے 	N
آج ملک بھر میں یوم عدل بسلسلہ یوم شہادت سیدنا فاروق اعظم ر۔ض مذہبی عقیدت سے منایا جائے گا۔	N
طاہر القادری کے نام کیسی انوکھی داستان سب کو سنا گیاایک شخص سارے ملک کو ماموں بن بنا گیا	N
جو بے حس حکومتیں ہوتی ہیں ، ان کی پشت پر باہر سے ہاتھ ہوتا ہے ، جیسے ہماری معیشت کو آئی ایم ایف نے سنبھال رکھا ہے : جنرل حمید گل	N
کراچی:لیاقت آباد ٹمبرمارکیٹ میں آتشزدگی،کئی دکانیں جل گئیں ۔	N
 شدید کھانسی ہے بھائی	N
 فی الحال تو لطیفہ ایک ڈیزل هے ۔ ۔ ۔ باقی سب ہیچ هے آج کل 	P
اسلام آباد: خورشید شاہ کے بیان پرانھیں وضاحت کا موقع دیا جانا چاہیے ،حافظ طاہر اشرفی	P
 سرجی آئی فون تے نیٹ سلو ای بڑا اے سم تے اک حوالہ کڈ لیا اے لنک سینڈ کرنا واں چیکنگ پا لوو	P
کراچی، عاشورہ محرم پر عزادارن کوہرممکن سہولیات فراہم کی جائیں ،رکن قومی اسمبلی محبوب عالم	P
شہید پاکستان عبد القادر ملا بھی پروفیسر غلام اعظم کے ساتھی تھے ۔ملک کا مشرقی بازو کاٹنے کی بھارتی سازش کا مقابلہ۔۔۔ 	P
سن رھا ھے تو دیکھ رھی ھو ں میں 	P
رسول اللہﷺ کے اخلاق یہ تھے کہا گر کوئی آدمی آپؐ کی طرف منہ کرکے بات کرتاتو آپؐ اس کی طرف متوجہ ہی رہتے یہاں تک کہ فارغ ہوکروہی آدمی چہرہ پھیرلیتا	P
متوجہ ہونے کے لئے شکریہ یہ میرا ڈایلاگ ہے 	P
مزید جاننے کے لئے اس لنک پہ جائیں 	O
تنہا زندگی جینے کا بھی اپنا ہی مزہ ہے ۔ ۔ ۔ نہ کسی کے آنے کی خوشی ، اور نہ کسی کے جانے کا غم ۔	P
ہوشیار خبردار شھباز شریف کے چھوٹے بیٹے سلمان شھباز کا درد ناک و دلخراش سکینڈل منظر عام پہ آگیا ۔ ان واہیات ناسور۔۔۔ 	N
